english,romanized
"When I got out of jail, I had no intention of committing another crime.",nga tsen khang ley tam dha nga lok dhi thrim gyel gi la beni gi no sam mi
"When I grow up, I want to be a king.",nga bom joow da gyelp bay ni
When is school over?,Lob da lay nam tang wong
When is Thinley's birthday?,thinley ghi k we nyom nam mo
"When my dad finds out, he won't be happy.","Nga apa gi shey ba chin, kho sem mi ga"
"When she heard that, she felt like crying.",mo gi ani gow chin mo ngu ni ra bay yi
When were you thinking of coming back to the States?,choe states na nam lok wong ni ngosam yoe?
"When you said you'd look after Spot, you knew there'd be responsibilities.",embay
Where are our friends?,charo tsu kalay
Where are the meters?,Meters dhu gaty dhu
Where are you going on Monday?,za migmar lu gaty joni
Where are you going on vacation?,vacation na ga ty jo ne
Where are you living?,gaty dhoep mo
Where are your children?,choe ghi alu tshu gaty mo?
Where are your gloves?,chow gi lakshup kalay?
Where can I find a hospital?,menkha gatey yoe ga
Where can I park?,nga gatey lu kha zha ni?
Where can I wash my hands?,nga lap gaty chhuw dra ga?
Where can we get lunch?,nima ghi toh gatey lay thob ga
Where did Tashi buy it?,gaty lay noyi tashi
Where do you want us to start looking?,ngachay gi tsheni dhi gatay lay gotshu ni mo?
Where have you been lately?,na ri naba gatay mo choe
Where is the emergency exit?,emergency exit dhi gaty lay ena?
Where is the pain?,gati naww may choe
Where is this play being performed?,ani tsem gaty tem ena mo
Where there is smoke there is fire.,Dhupa gaty yoe sa may wong
Where was it that you found this key?,gatay du choe ani key thob dha
Where were they going?,gaty jo dey khong tshu
Where will the bus pick us up?,Bus gaty thoenwong ga?
Where're Thinley's things?,thinley ghi chala tshu kaley?
Where's everyone going?,ga ty jow enna gara
Where's the boss?,boss kalay?
Where's the director?,Thrizin gatey mo
"Wherever you go, you'll be welcomed.",Choe gaty joru ro gi cho dee bowong
"Whether the problem is important or unimportant, you must solve it.",kqang nyel dhi gam chi sa tra yang na jam tro tro yoe ru lam dhi toen go/ kang dhi say go
Which browser are you using?,choe browser ga chi dhi use baew mo?
"Which one do you prefer, the red one or the blue one?","choe ga go ne, red or blue"
Who baked this cake?,ani cake dhi gagi zoyi
Who called the cops?,cops ga gi boyi?
Who can run fastest in your class?,lhobkhang ley shu ju tshub mi dhi ra ga mo?
Who can tell what will happen in the future?,ga gi lap shay mawong pa na gachi bay wong ga
Who could possibly believe this?,ga ghi doenzey riwong ani dhi?
Who designed the White House?,ga gi design bai ga white house dhi
Who developed it?,ga gi zoyi
Who did you write a letter to?,choe ge letter galu dri yi?
Who discovered America?,america dhi ga gi tsey thob nj
Who do you work for?,choe gagi then lu la bayw mo?
Who does this suitcase belong to?,ani suitcase ga lu belong baewong
Who doesn't think so?,Ga ghi say mi dhi mino anizum?
Who has a better idea?,cha zhi layshom ga lu yoeb mo
Who helps her?,ga ghi charo bay ye
Who is that person?,ga mo aphi me dee
Who is the tall guy with long dark hair playing the guitar?,aphi zhu ram cha nam guitar tro mi alu ga mo
Who is the woman in the brown coat?,aphi bum gola brown goen mi ga enna?
Who knows what could happen?,ga gi shay ty gachi bae wong ga
Who put that there?,gage zhai ?
Who told you the news?,choe lu gagi lab dhey?
Who told you the story?,choe lu sunng ga ghi lab jinyi?
Who was that who answered your phone?,ga may ani choe call thu mi di?
Who were you protecting?,choe ga project bew mo
Who will take care of your cat then?,Choe gi jili gagi dazin bayni tey
Who would buy something like that?,ani zum dhi ga ghi noewong?
Who'll be the first to die?,shi mi dangpa ga mi
Who's going to eat all that?,chie gi gachi ha goi
Who's ready for more?,ga ready yoe
Who's the gorgeous girl I saw wandering around in the mall with you?,gamo aphi bum jarim dhi choe nam tshongkhang na jo sa thong mi dhi
Who's the photographer?,photographer ga mo
Who's winning?,Ga gi gayw may oiij
Whoever guesses the number wins.,ang dang ga gi thob chin gay wong
Whose house is this?,ga gi chim mo
Whose office is this?,dhi gagi office mo ?
Whose paper is this?,gaa ghi sho go mo ani dhi
Why are you in such a hurry?,choe day tshay ra ga chi bay ra tshab chi?
Why are you looking at me like that?,Gachi bay anzum look jim mo nga lu?
Why are you looking so sad?,chie sem shishil zum thomey ga chi bey yi
Why are you so scared to talk to him?,kho nam lo lap ne drobbay ya
Why are you wearing that?,choe ani gachi bay gen mo
Why did I not know this?,nga gi ani gachi bay mashep mo
Why did you accept this assignment?,ani assgient di gachi bey lenyi?
Why did you decide to speak about that now?,ani di gi korlay daben gachi bay lab mo
Why did you let Tashi go?,choe gi tashi lok gachi bay tang yi
Why did you turn off the TV?,TV fachi bay off chab chi
Why didn't I think of that?,nga gi ga chi bay noksam ma tang ga
Why didn't she tell me?,mo gi nga lu ga chi bay malab
Why do I have to do that?,nga ah phe dhi gachi bae bay go
Why do you need it?,gache bay gop mo
Why do you want to know what I'm thinking?,cho nga gachi now ena gachi bay shaygop mo
Why does she look so sad?,mo gachi bay am chi ra sem shi yi ga?
Why don't you go to school with us?,choe ga chi bay nga chay chi kha lopda na ma jo?
Why don't you help us?,Charo mibaywo or Bay na sa charo. bay tey ya charo
Why don't you take a seat here?,choe ama dhay dha
Why don't you tell me what happened last night?,khatsa chiru gache bay ye ga nga lu gache bay malap mo
Why don't you understand?,Choe gachi bay ha go matsub mo cc
Why is it that she looks so sad?,mo gan bay sam she shewo ennna?
Why would you ever want to do a job like that?,choe hani la gha chi bay bay ghop mo laps
Will he recover?,kho dra wong ga?
Will you give me a ride to my hotel?,nga hotel tshan tshan choe gi gara naa kay jin yong ya?
Will you guys please stop fighting?,Choe gara thab ni stop bay mae
Will you help me for a minute?,nga lu charo chi bay nang atsi chi
Will you lend me your dictionary?,choe ghi dictionary na may
Will you send it by mail?,Choe you mail bae tang ni ya?
Winds from the sea are humid.,jamstho gi lu ma ben humid enn
"With the bridge destroyed, there was nothing to do but swim.",zam dhi cha zhim lay. tshay chap ni lay lhab ga ni ya mi dhu
Women are beautiful.,amtsu tshu jarim yoe
Won't you have some tea?,choe ja mithong ga
Would you be interested in having dinner with me?,nga chikha cheru ghi toh chi zawa jon na
Would you like me to explain it?,dhi korley nga ge shepa chab go ga
Would you like that?,Go ni na choe
Would you mind if I have a look?,nga gi tsha chi ta wa chin tub ga?
Would you mind if I left early?,nga early jo ba chi kheymey ga?
Would you mind if I swam in your pool?,nga choe gi pool na tse chaba khay me ga
Would you mind if we left?,choe zob now ga nga chay jo wa chin?
Would you please shut the window?,window atsi dam na may
Would you please wait for a few minutes?,Atsi wait bay tsub ga
Would you put out the candles?,choe ghi ani candles tshu sey wong gaa
Would you say that again?,Lok lab ja
Wouldn't you rather sit by the window?,choe gochu ghi dong kha mi dhey ya?
Wow!,Yalama!
Write me if you need help.,Charo rey goba chin lab.
Yes. You're absolutely right.,enn choe ra dra
You are always watching TV.,choe atara TV ta dhoep mae.
You are deceiving yourself.,choe go choe lu shob ma chap
You are drunk!,choe drunk ya cc nu
You are my friend.,choe nge charo ean
You are not supposed to smoke here.,na lu smoke bay mi tub
You are the tallest of us all.,choe nga chey gara ley zu rim dhu
You are to come with me.,choe nga da enn
"You can accelerate as much as you want, but since the car's in neutral, we won't be going anywhere.","choe accelerate gadem chi chap ru chap, choe gi gari neutral na bayni dhigi, ngachi gatay ya jo mitsup"
You can save your breath. There is no use talking to him.,Choe bu tang. Kho nam lo lap khung mi.
You can see the ancient ruins in the distance.,zhangko tsu thommay
You can stay with us for the night.,choe nub chi doe nga cha chi kha
You can take whatever you like.,choe ra ga chi ba go now chi ba da
You can wait for me here.,nga gi dhen lu na gu dhey marey
You can't be in two places at once.,choe sa go nyi ma tab chi gu doe mi tshu
You can't blame her for not knowing what she hasn't been taught.,"Choe mo lu blame mabay, mo lu ani toen ra ma toen ba gadey bay shey ni"
You can't buy it anywhere but there.,zhoen gaty ley ya nyo matshu ana ley ra nyo go
You can't have both books.,choe kedayp nye chhay ra me thob.
You can't say no.,choe no lab mitub
You could have told me.,lab go ba tey nga lu
You decide.,Ani di Choe gi tha che da.
You disgust me.,Kham lo bay
You do like living dangerously.,choe drosisi bay doe ni gaw may mo
You don't have to do what Gyeltshen says.,Gyeltshen gi ga lab choe bay mingo
You don't have to say anything if you don't feel like it.,Choe ga chi ya lhab mang go lhab go ma no wa chin
"You don't really want that, do you?",choe ngoma mongo gush? ena?
You don't seem to realize how serious this is.,choe gi ani dhi tsub chen gadem chi ena ha go ma tsu bay mena
You don't sound entirely convinced.,Satis majo ya bro
You don't sound too sure.,de layshom chi enna
You had plenty of opportunity.,Choe lu gokap halam thop chi
You have a lovely daughter.,choe ghi bum jarim chi dhu
You have been busy.,busy mae sa choe dari cap chi dhe
You have bought more postage stamps than are necessary.,choe gi go mi wa ya mam postam ngo nu
You have cute eyes.,choe lu cute eyes du
You have good reason to be angry.,choe tship za me dhe den ra den wai
You have to be prepared for anything.,gachi ghi den lu ya dra dri wong go
You haven't given me what I asked for.,nga gi lab mi choe gi ma jheen
You haven't told me your name yet.,Choe ge ming malab baya dato ya
You know why I left.,choe gi shay nga gachi bay joyi ga
You left your keys in the door.,Choe gi dini go nata zha zhaw doe yi
You left your lights on.,choe light on zhanu
"You like classical music, don't you?","Choe classical music ga maena, menbu?"
"You liked that movie, didn't you?",Khas dhu ga movie
You look pale.,so chay chay zum thom may sa
You look tired.,choe wu dung nu mae na
You make me laugh a lot.,choe gi ben nga ga chu may
You may sit.,tsa wa dhoe
You must accept your role.,Bay labmi baydha
You must have lost them.,Choe gi jang yi gush chala di
You must teach me what you know.,choe gi shey me dey nga lu ten go
You need to be careful.,choe ripdrim dra
You need to fix this.,ani choe gi fix bey go
You need to get some rest.,choe lu rest chi go bay
You need to leave here at once.,choe dato ra jogo bay
You need written permission.,choe gi nowa dhe yek tho lu gho
You never know for sure.,Choe gi tenten bay lab ra mishey
You really have an ear for music.,choe lu music taste laeshom du
You remind me of someone I used to know.,choe na mi chi cheri tang chu may
You said that you hated Dorji.,choe gi Dorji me ga say lab chi sa
You seem to really be enjoying yourself.,choe trowa jung jum zum thom mey
You should assume that email messages aren't private.,you should assume that email messages arent private
You should buy an answering machine.,choe answering machine dee buy bay saa.
You should check your blood pressure.,choe blood pressure check baego bae
You should do that soon.,Choe gi ani joba boe gho
You should free those animals from the cage.,aphi sem chen tshu cage lay tang go bay
You should get that sofa reupholstered.,choe gi sofa di so da
You should get up early.,doba lhasa long go may
You should have gotten up earlier.,choe dachi lay ra long go batay
You should have seen that movie last night.,choe gi kgatsha ani movie dhi gachi bay tayi
You should kick that bad habit.,Choe ghi bay zha layshom mi mi tshu zha da.
You should know yourself.,choe.. choe ra gi shey go
You should learn from your mistakes.,choe ra gi mistake lay learn bey go
You should look up this word.,yani word di lhab ba chin Lekshom en
You should not have done that. It was wrong.,"Choe ani bay ni miwong baty, choe bay mi di wrong en"
You should smoke less.,choe tamkhu thungi tshamtshay bay
You should've let Thinley do what he wanted to do.,choe gi thinley ga gaw bay bay ma chu c
You shouldn't let your girlfriend borrow your iPhone.,girlfriend lu phone ba machu
